Marca.temporal;genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa
2020-10-07T00:01:10Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;65;Nacional;3;Administrativo;Full time;Administración de personal;0;3;3;6;50000;No tengo beneficios adicionales;No recibo bono;1 solo;30;Agosto;Si, en proyectos ad honorem;Bejerman;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-07T11:48:20Z;Femenino;No;23;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;50;Multinacional;10;Analista;Plazo Fijo;Generalista;0;1;0;0;22500;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;Enero;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-07T11:49:24Z;Femenino;No;44;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;140;Multinacional;3;Analista;Full time;Administración de personal;0;3;3;15;80000;Medicina prepaga / Plan de salud, Horarios flexibles, Combustible;Un sueldo;No tuve ajustes;25;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.1;500;3;Sí, activamente;medicina privada, mas dias de vacaciones, home office, horario flexible;soluciones;de que signo astrológico era?;No;No estoy trabajando en home office;3
2020-10-07T12:18:58Z;Femenino;No;32;No tengo ninguna discapacidad;Universitario en curso;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Construcción;200;Multinacional;3;Analista;Full time;Generalista;0;2;2;6;80000;Seguro de vida (adicionales a los de ley), Comedor / Almuerzos;No recibo bono;1 solo;8;Agosto;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;3170;3;No,  pero escucho ofertas;Homeoffice, bono, beneficios de salud.;ESENCIAL;Si pienso tener hijos pronto.;No;No estoy trabajando en home office;4
2020-10-07T15:47:11Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario en curso;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Servicios de salud;400;Nacional;4;Analista;Full time;Generalista;0;2;2;5;70000;Medicina prepaga / Plan de salud, Frutas y snacks, Seguro de vida (adicionales a los de ley);Menos de un sueldo;1 solo;2.5;Julio;No;Datalogic;Recursos Humanos;No, está prohibido;No;0.3;8700;3;Sí, activamente;Home office;Agentes de cambio;NA;No;No estoy trabajando en home office;3
2020-10-07T15:52:49Z;Masculino;No;54;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Comercio;870;Nacional;10;Gerente;Full time;Administración de personal;10;13;7;30;150000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;NA;No;Nucleus;Recursos Humanos;Si, está permitido;No;0.1;1000;4;No,  pero escucho ofertas;NA;Mi alegría;NA;Si;Computadora / Laptop, Abono de celular, Abono de internet;4
2020-10-07T15:56:40Z;Femenino;No;40;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Comercio;200;Nacional;3;Gerente;Full time;Hard;1;12;12;121;135000;Medicina prepaga / Plan de salud, Tarjeta de descuento;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;Bejerman;Recursos Humanos;Si, está permitido;No;0;4000;3;Sí, activamente;NA;Cliente interno;No recuerdo.  Pero han venido a entrevistas con los padres.;No;No estoy trabajando en home office;3
2020-10-07T15:57:19Z;Masculino;No;43;No tengo ninguna discapacidad;Universitario completo;Administración de Empresas;Universidad Privada;Bolivia;NA;Relación de Dependencia;Otros;3000;Multinacional;42;Analista;Full time;Capacitación y desarrollo;0;6;2;6;10000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Seguro de vida (adicionales a los de ley), Abono de internet, Reintegros en capacitación, Home office, Comedor / Almuerzos, Spotify / Netflix / Servicios de Streaming;Un sueldo;No tuve ajustes;0;Marzo;No;Workday;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-07T16:04:39Z;Masculino;No;45;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Bolivia;NA;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";80;Nacional;2;Jefe;Full time;Reclutamiento y selección;1;7;7;10;22100;Medicina prepaga / Plan de salud;Un sueldo;No tuve ajustes;0;NA;No;tr4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-07T16:04:42Z;Masculino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;300;Nacional;5;Analista;Full time;Administración de personal;0;3;3;6;70000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Gimnasio, Frutas y snacks, Idiomas, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.2;1000;4;No,  pero escucho ofertas;bono de objetivo;Estratégico;NA;NA;NA;NA
2020-10-07T16:13:55Z;Femenino;No;40;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;28;Multinacional;1;Responsable;Full time;Generalista;0;4;4;16;86000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;Diciembre;No;arizmendi;Recursos Humanos;Si, está permitido;No;0;NA;4;No,  pero escucho ofertas;home office;paciencia;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3
2020-10-07T16:21:39Z;Masculino;No;38;No tengo ninguna discapacidad;Maestría completa;Comunicación;Universidad Pública;Perú;NA;Relación de Dependencia;Minería (carbón, otra minería);130;Nacional;5;Jefe;Full time;Administración de personal;4;4;4;6;6500;Medicina prepaga / Plan de salud, Abono de celular, Seguro de vida (adicionales a los de ley), Préstamos, Charter / Servicio de transporte;No recibo bono;No tuve ajustes;5;Febrero;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Relaciones Industriales;No se suele tomar mate en este país;No;0.2;5500;4;No,  pero escucho ofertas;Bonos por producción;Gestión;NA;No;No estoy trabajando en home office;4
2020-10-07T16:31:31Z;Masculino;No;36;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Privada;Chile;NA;Relación de Dependencia;Servicios de consultoría;1500;Nacional;6;Jefe;Full time;Reclutamiento y selección;1;1;1;10;1500000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Préstamos, Home office;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;Recursos Humanos;Si, está permitido;No;0;7500;3;Sí, activamente;Programas de desarrollo asociado a bonos;Gestion de personas;NA;Si;Computadora / Laptop, Silla ergonómica;3
2020-10-07T16:32:38Z;Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;10000;Nacional;150;Responsable;Full time;Generalista;5;3.5;2.5;10;123000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular;Menos de un sueldo;1 solo;9;Mayo;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;4166;4;No,  pero escucho ofertas;Flexibilidad;QUILOMBO;Que cosas me molestaban de mi novio (?);Si;Computadora / Laptop;4
2020-10-07T16:34:10Z;Femenino;Prefiero no responder;32;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;10000;Multinacional;10;Administrativo;Full time;Payroll / Liquidación de sueldos;4;0;0;5;94050;Medicina prepaga / Plan de salud, Horarios flexibles, Seguro de vida (adicionales a los de ley), Posgrados, Idiomas, Comedor / Almuerzos;No recibo bono;1 solo;43;Septiembre;No;RH Pro;Talento Humano;Si, está permitido;Si;0.3;150;4;No,  pero escucho ofertas;Idioma pago. Gimbasio;Talento;Película favorita;NA;NA;NA
2020-10-07T16:50:15Z;Masculino;No;45;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Servicios de salud;1300;Nacional;7;Analista;Full time;Administración de personal;0;15;12;12;60600;Frutas y snacks, Seguro de vida (adicionales a los de ley);Menos de un sueldo;No tuve ajustes;24;Mayo;No;Bejerman;Recursos Humanos;No, está prohibido;No;0.1;30000;4;No,  pero escucho ofertas;Dinero;Inteligencia;NA;No;No me enviaron ni reintegraron nada;4
2020-10-07T17:02:42Z;Masculino;No;52;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";3000;Multinacional;65;Gerente;Full time;Generalista;26;17;10;25;250;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley), Home office, Comedor / Almuerzos;Dos sueldos;No tuve ajustes;0;Enero;No;Meta4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-07T17:03:52Z;Femenino;No;36;Obesidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;115;Nacional;1;Jefe;Full time;Generalista;0;3;3;4;100000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;14.52;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;500;1;Sí, activamente;Bono, Home office;Estrategia;Que mineral quisiera ser;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1
2020-10-07T17:35:40Z;Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";25;Nacional;1;Responsable;Full time;Reclutamiento y selección;0;1;1;5;50600;Gimnasio, Frutas y snacks, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;Septiembre;Si, en emprendimiento relacionado con RRHH;CATEDRAL;Recursos Humanos;No, está prohibido;No;0;4500;3;No,  pero escucho ofertas;almuerzo pago completo - capacitaciones - prepaga;Desafíos;a que jardin fui;Si;No me enviaron ni reintegraron nada;3
2020-10-07T17:52:49Z;Masculino;Si;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";75;Nacional;3;Gerente;Full time;Generalista;4;2;4;12;147000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;Un sueldo;2 ajustes;49;Julio;Si, en emprendimiento relacionado con RRHH;FactorialHR;Recursos Humanos;Si, está permitido;Si;0.1;18970;1;Sí, activamente;Notebook, Celular, Viaticos, Estacionamiento, Pago de capacitaciones;Aliado;Por que no estaba casado y con hijos;Si;No me enviaron ni reintegraron nada;4
2020-10-07T18:04:17Z;Femenino;No;50;Visual;Maestría completa;Abogacía;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;300;Nacional;3;Director;Full time;Generalista;3;6;6;15;360000;Medicina prepaga / Plan de salud, Frutas y snacks;No recibo bono;No tuve ajustes;7;Marzo;No;RH Pro;Recursos Humanos;Si, está permitido;No;0;900;3;No,  pero escucho ofertas;NA;gestora;en medio de una entrevista levantarse y decirme: donde esta el baño?;NA;NA;NA
2020-10-07T18:20:55Z;Masculino;No;47;No tengo ninguna discapacidad;Universitario completo;Lic Administracion - Contador Publico - Abogado en curso;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;5000;Nacional;60;Responsable;Full time;payroll y adminsitracion de personal;12;6;3;28;150000;No tengo beneficios adicionales;No recibo bono;1 solo;7;Octubre;Si, en emprendimiento relacionado con RRHH;SARHA;Adminsitracion de Personal y Remuneraciones;Si, está permitido;No;0;500;1;Sí, activamente;bono prepaga comedor;Amor;me hicieron porque fuiste padre tan joven;Si;No me enviaron ni reintegraron nada;1
2020-10-07T18:59:53Z;Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;70;Nacional;3;Responsable;Full time;Generalista;1;3;3;15;112000;Medicina prepaga / Plan de salud, Horarios flexibles, Préstamos, Reintegros en capacitación, Idiomas, Home office;No recibo bono;3 o más ajustes;12;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.1;600;3;No,  pero escucho ofertas;mejor plan medico;comunicacion;NA;Si;Computadora / Laptop, Silla ergonómica;4
2020-10-07T19:47:28Z;Femenino;No;29;No tengo ninguna discapacidad;Maestría en curso;Psicología;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;250;Multinacional;15;Analista;Full time;Reclutamiento y selección;0;2;2;4;90100;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Frutas y snacks, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;18;Julio;Si, en emprendimiento relacionado con RRHH;Enlatado propio;People Development, Recruitment and Comms;Si, está permitido;Si;0.1;4000;4;No estoy buscando cambiar;NA;"Abono internet; Licencia maternidad/paternidad extendida; Vacaciones adicionales";NA;Si;Computadora / Laptop, Silla ergonómica;3
2020-10-07T20:16:04Z;Masculino;No;58;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;70;Nacional;1;Jefe;Full time;Administración de personal;0;4;4;30;75610;No tengo beneficios adicionales;No recibo bono;1 solo;22;Septiembre;No;ISIS;Recursos Humanos;Si, está permitido;No;0;200;1;Sí, activamente;cobrar todo el sueldo a fin de mes;mi pasion;ninguna en especial;No;No estoy trabajando en home office;2
2020-10-07T20:29:09Z;Femenino;No;32;No tengo ninguna discapacidad;Maestría en curso;Abogacía;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Otros;1800;Nacional;9;Analista;Full time;Capacitación y desarrollo;0;2;2;5;40000;Medicina prepaga / Plan de salud;No recibo bono;1 solo;14;Julio;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0;747;3;No,  pero escucho ofertas;oportunidad de crecimiento personal y economico;Crecimiento;no recuerdo;No;No estoy trabajando en home office;1
2020-10-07T21:03:14Z;Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;Antropologia;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;6500;Multinacional;200;Analista;Full time;Reclutamiento y selección;0;1;1;6;60200;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Reintegros en capacitación, Home office;No recibo bono;3 o más ajustes;26;Julio;No;Oracle HCM;PDR;Si, está permitido;Si;0.8;3200;4;No estoy buscando cambiar;Mayores beneficios por cuidado de niños;Fuel;Si pensaba tener hijos;Si;Computadora / Laptop;4
2020-10-07T21:07:39Z;Femenino;Si;24;No tengo ninguna discapacidad;Terciario completo;Traductorado de ingles;No estudié en la Universidad;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;6200;Multinacional;10;HRBP;Full time;Reclutamiento y selección;0;1.5;1.5;3.5;66000;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Reintegros en capacitación, Idiomas, Home office;No recibo bono;2 ajustes;20;Julio;No;Taleo/Jira;Recursos Humanos;Si, está permitido;Si;0.8;3000;4;No,  pero escucho ofertas;Almuerzo, descuento en bares;humano;"""Bizarra""? Palabra rara para una encuesta. En fin, cuando me preguntan por el origen de mi nombre.";Si;Computadora / Laptop, Silla ergonómica, elementos para el escritorio, monitor;5
2020-10-07T21:16:22Z;Femenino;Prefiero no responder;50;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";10000;Nacional;120;Jefe;Full time;Mejora continua proyectos de innovación;5;10;5;20;115000;Charter / Servicio de transporte;No recibo bono;No tuve ajustes;0;Junio;Si, en proyectos ad honorem;Meta4;Recursos Humanos;Si, está permitido;Si;0.4;1300;4;No,  pero escucho ofertas;Flex time;Personas;NA;Si;Computadora / Laptop;4
2020-10-07T21:21:04Z;Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;"Bancos; banca online;";60;Nacional;1;HRBP;Full time;Generalista;0;0;0;16;220000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Frutas y snacks, Préstamos, Idiomas, Home office;Tres sueldos o más;3 o más ajustes;42;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-07T21:41:07Z;Masculino;No;43;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";1200;Multinacional;9;Analista;Full time;Payroll / Liquidación de sueldos;0;3;3;15;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Seguro de vida (adicionales a los de ley), Abono de internet, Home office;Un sueldo;2 ajustes;50;Septiembre;Si, en emprendimiento relacionado con RRHH;RH Pro;Recursos Humanos;Si, está permitido;Si;0.2;1000;1;No,  pero escucho ofertas;Horario flexible, home office, prepaga, bono;Servicio;Que entendés por ética? (Pero la hice en inglés y obviamente esperaba la respuesta en inglés);Si;Computadora / Laptop, Abono de internet;4
2020-10-07T22:05:19Z;Femenino;No;33;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;3000;Nacional;24;Analista;Full time;Reclutamiento y selección;0;9;1;9;64497;Comedor / Almuerzos;No recibo bono;1 solo;30;Julio;No;RH Pro;Capital Humano;Si, está permitido;No;0;160;3;No,  pero escucho ofertas;Home office;Compromiso;no recuerdo;No;No estoy trabajando en home office;3
2020-10-07T22:10:58Z;Femenino;No;25;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";63;Nacional;4;Analista;Full time;Generalista;0;1.5;1.5;1.5;40000;Frutas y snacks, Reintegros en capacitación;Menos de un sueldo;No tuve ajustes;10;Febrero;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;1000;2;Sí, activamente;Obra social, almuerzo, plus por titulo, gimnasio;Estrategico;No recuerdo;Si;No me enviaron ni reintegraron nada;3
2020-10-08T01:40:02Z;Femenino;Prefiero no responder;50;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";10000;Nacional;120;Jefe;Full time;Mejora continua proyectos de innovación;5;10;5;20;115000;Charter / Servicio de transporte;No recibo bono;No tuve ajustes;0;Junio;Si, en proyectos ad honorem;Meta4;Recursos Humanos;Si, está permitido;Si;0.4;1300;4;No,  pero escucho ofertas;Flex time;Personas;NA;Si;Computadora / Laptop;4
2020-10-08T08:52:13Z;Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;15;Nacional;1;HRBP;Full time;Generalista;0;4;4;6;47;Horarios flexibles;No recibo bono;No tuve ajustes;5;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.2;200;1;Sí, activamente;Clases de inglés, inglés horarios flexibles, horarios de vacaciones extendidas, refrigerios;Desafiante;NA;Si;No me enviaron ni reintegraron nada;2
2020-10-08T09:14:23Z;Masculino;No;28;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;3000;Multinacional;20;HRBP;Full time;Diseño organizacional;2;5;4;2;84000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Gimnasio, Seguro de vida (adicionales a los de ley), Abono de internet, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Dos sueldos;2 ajustes;45;Octubre;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-08T09:52:16Z;Femenino;Si;32;No tengo ninguna discapacidad;Maestría completa;Abogacía;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Medios de comunicación; cultura; gráficos";40;Nacional;1;Director;Full time;Generalista;0;1;1;10;157500;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Home office;Dos sueldos;1 solo;35;Abril;No;No tenemos sistema de gestión;People & Culture;Si, está permitido;Si;0.2;4000;5;No estoy buscando cambiar;Poder trabajar desde cualquier país;Desafío;¿Qué Spice Girls serías?;Si;Computadora / Laptop, Silla ergonómica, Abono de celular;4
2020-10-08T10:23:20Z;Masculino;No;42;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Industrias químicas;138;Multinacional;5;Gerente;Full time;Generalista;5;5;5;18;201300;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Préstamos, Combustible, Posgrados, Idiomas, Home office, Comedor / Almuerzos;Tres sueldos o más;1 solo;17;Agosto;Si, en emprendimiento relacionado con RRHH;YAM;Recursos Humanos;Si, está permitido;Si;0.1;4088;4;No,  pero escucho ofertas;Automóvil;Centrocampista (n° 5);¿Te afeitarías la barba para trabajar con nosotros?;Si;Computadora / Laptop, Abono de celular;5
2020-10-08T10:24:28Z;Masculino;No;33;No tengo ninguna discapacidad;Universitario completo;Ciencias Políticas;Universidad Pública;Argentina;Mendoza;Relación de Dependencia;Construcción;3000;Nacional;10;Jefe;Full time;Capacitación y desarrollo;1;2;2;10;103000;Medicina prepaga / Plan de salud, Gimnasio, Comedor / Almuerzos;No recibo bono;1 solo;15;Septiembre;No;Softland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-08T10:29:08Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;500;Multinacional;15;HRBP;Full time;Generalista;0;5;1;11;205000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Gimnasio, Frutas y snacks, Seguro de vida (adicionales a los de ley), Idiomas, Home office;Un sueldo;1 solo;40;Abril;Si, en emprendimiento no relacionado con RRHH;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.4;2900;3;Sí, activamente;Trabajar en el exteruor;Empatia;NA;Si;Computadora / Laptop, Silla ergonómica;4
2020-10-08T10:44:36Z;Femenino;No;32;No tengo ninguna discapacidad;Universitario en curso;Psicología Social / Lic. en Dirección de las Organizaciones;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de correos, y de telecomunicaciones;175;Nacional;5;Analista;Full time;Reclutamiento y selección;1;2;2;10;97700;Medicina prepaga / Plan de salud, Abono de celular;Un sueldo;2 ajustes;25;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;16000;3;No,  pero escucho ofertas;Retorno en Capacitaciones;Desorganizado;Si la empresa brinda como beneficio Obra Social para mascotas.;Si;Computadora / Laptop;2
2020-10-08T11:21:15Z;Masculino;No;37;Motriz;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Transporte marítimo; puertos;";90;Nacional;2;Gerente;Full time;Generalista;1;5;5;15;125000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Abono de celular, Préstamos, Reintegros en capacitación, Home office;No recibo bono;No tuve ajustes;0;NA;No;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-08T11:24:55Z;Masculino;No;44;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Cruz;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";490;Multinacional;8;Jefe;Full time;Relaciones laborales;0;12;12;19;256000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley), Posgrados, Idiomas, Home office;Dos sueldos;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Oracle HCM;Recursos Humanos;Si, está permitido;No;0.3;2353;5;No,  pero escucho ofertas;Mejor Bono;Inteligencia;Dentro de las responsabilidades de un puesto, me dijeron que no era mi responsabilidad pero lo tenia que hacer.;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4
2020-10-08T11:53:33Z;Prefiero no responder;Prefiero no responder;40;No tengo ninguna discapacidad;Maestría completa;Contador Público;Universidad Privada;Bolivia;NA;Relación de Dependencia;Otros;160;Nacional;3;Responsable;Full time;Compensaciones y beneficios;0;5;4;15;9000;No tengo beneficios adicionales;No recibo bono;2 ajustes;35;Julio;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.1;20;3;No,  pero escucho ofertas;trabajar en proyectos multidisciplinarios;Personas;"Un postulante refiriéndose al uso de algún uniforme: ¿tengo que usar ropa en el trabajo?.. luego se percató de su error semántico, no reformuló la pregunta y se sintió avergonzado (se cubrió el rostro y se puso rojo), para calmarlo, le dijimos ""si de preferencia, pero podemos revisarlo si te hace sentir más cómodo""";No;Computadora / Laptop;4
